0,1,2,3,4
1.728444526596252,0.8333985715390311,-0.3843414200455,-0.4298731436341877,-0.11806354292789949
0.31281749532736625,-2.5313960312519366,0.6152392169872887,-0.9124004644987728,-0.8450157401966458
-1.1972506092626898,0.8837546930124365,-1.1778432268417953,1.1728854517697094,-1.0728246371790044
0.904701875241227,-0.002158115713271708,-0.2363893304306626,-1.3547613131504908,-0.44147329407163066
1.4985270820831553,0.52675045208981,-0.7876471271381167,-0.08865140339292238,-0.27502096422092626
-0.11123460597436714,0.6790069188368225,-1.2055178036271137,-0.39237374527478724,0.7538429645071986
-4.954894957873736,1.94264365638977,1.6267917347631269,0.21327537175126196,-1.4912366803031523
0.25010430989293253,0.9080884584736852,-1.0636633312795578,0.3969113402147874,0.1053502676234719
0.5022632853263185,0.43394571517779945,-0.7908988283349635,-0.35477969635625467,-0.5670285915413176
0.5975103422182061,0.5124328124025685,0.2794809487209266,-1.6877741390188394,-0.957477425363639
-0.03062299190835573,0.9940487592552207,-1.205930746848705,0.13349740493044143,0.6709188615500059
0.8878686478289746,0.853734435250262,-0.3671764701951052,-0.27633150247814836,-0.2913383737177476
-1.046483939327879,1.4256692345362316,-0.4931323090074784,0.5270097104527154,0.06176980196799016
-1.3120672400267035,1.0320265709533039,-0.4783095906471219,-0.2435337071678882,-0.028923598969004666
1.2798437860154337,-0.38774752845360044,-1.0471789695912312,-0.44509180212396454,-0.209153677640685
-1.3289350885067848,-1.7300668674449493,-1.2613877587958946,-0.9221053610795054,0.3015320280098921
1.7223420291712748,-1.2623420137884245,0.8554495249461793,0.43766365892510983,1.8218116930690422
1.2121822026649156,1.3649029158192536,0.6766547813357255,-1.1830857327655713,-0.045089907486057415
-0.5124377990550694,0.10323551504916965,-0.9402504927764086,-0.6617573577407427,-0.895121288662686
-0.6193008923999842,-0.30910509752267085,-3.4611167223189696,-1.4270919352854574,2.2605926699926995
0.1915125223981465,-0.20572721674304797,-3.504964898943531,-1.5368716703157537,2.483568061498624
-4.684074530656916,-0.7536608212720898,-1.085048934173852,0.9140462979741761,-0.22013853438489897
0.2090780425928819,1.4133954104312032,0.11113695026658756,-0.47357347647262354,0.2587814820790809
-2.736551720576621,-3.37379212602468,1.4480638587782502,-0.8031335551626292,-0.3768492938252257
0.7484106121041594,-2.041297767799391,-0.8658900332640203,-0.27119207610004725,0.27681743210613474
0.445925751420095,1.2213225465749864,-0.8073727904011332,0.5327108257334685,-0.04806791098900072
1.1190965338655683,-0.5652071692755983,-0.6676788002030865,0.3892235412688611,-0.1701710085209139
0.7129973534641839,1.299895958167631,-0.8243690210731445,0.7091992756246236,0.05244614262855553
-0.9237818994366414,-4.1960511427964695,-0.5694203827220705,0.9182099231793839,-0.4815878952213126
0.8968172694593386,0.6392459959731149,-0.7268905255568813,-0.18765852356657853,-0.5943210700875107
-4.495693177456106,-3.763790321072499,-1.490579195440989,-0.5640774864130212,0.5954057243807144
-1.0156021321481687,0.5988764047930721,-0.6723562582095205,0.5931790440180167,0.08708949261315187
-0.17565282529684406,-2.0091592372576734,-1.5593342569326536,-1.1051268568337838,-0.5185977398752656
